transaction_id,amount,failure_reason,action,success_probability,expected_revenue,recovered_amount,success
TXN_000075,131.66,authentication_failed,customer_followup,0.33953906869368466,44.70371378421052,0.0,0
TXN_000076,4112.98,authentication_failed,customer_followup,0.5689749727600957,2340.182683462818,4112.98,1
TXN_000077,1972.48,card_expired,customer_followup,0.32162190982020306,634.3927846821541,0.0,0
TXN_000078,1340.76,bank_decline,alternate_payment,0.4063035540481402,544.7555531255845,1340.76,1
TXN_000079,1981.8,limit_exceeded,alternate_payment,0.44668012797802303,885.230677626846,1981.8,1
TXN_000080,247.75,bank_decline,alternate_payment,0.5011954505033835,124.17117286221327,247.75,1
TXN_000081,1451.46,insufficient_funds,retry_later,0.31871661490155134,462.6044178650057,0.0,0
TXN_000082,2584.05,network_error,retry,0.7787341397676713,2012.2879538666512,2584.05,1
TXN_000083,7925.92,bank_decline,alternate_payment,0.43493629685774365,3447.2702939907276,7925.92,1
TXN_000084,1076.78,insufficient_funds,retry_later,0.732700375918788,788.9571107818325,1076.78,1
TXN_000085,805.53,network_error,retry_later,0.6744650170370067,543.30180517382,805.53,1
TXN_000086,1094.71,card_expired,customer_followup,0.3152330069509335,345.0887250392564,1094.71,1
TXN_000087,4516.09,card_expired,customer_followup,0.39696255864200775,1792.718641457585,0.0,0
TXN_000088,2511.79,authentication_failed,customer_followup,0.4184133448354185,1050.9664554241558,2511.79,1
TXN_000089,1064.48,insufficient_funds,retry_later,0.609969325409975,649.3001475124101,0.0,0
TXN_000090,3020.77,insufficient_funds,retry_later,0.40978701349055313,1237.8723167418582,3020.77,1
TXN_000091,1992.36,insufficient_funds,retry_later,0.5847557451112115,1165.0439563297734,1992.36,1
TXN_000092,4763.06,insufficient_funds,retry_later,0.6416617103487668,3056.273226093798,0.0,0
TXN_000093,896.01,authentication_failed,customer_followup,0.4429606821162409,396.897200782973,0.0,0
TXN_000094,1302.89,limit_exceeded,alternate_payment,0.353665201226563,460.7868540260767,1302.89,1
TXN_000095,1221.57,authentication_failed,customer_followup,0.24001044033061272,293.18955359466656,0.0,0
TXN_000096,418.42,card_expired,customer_followup,0.24692405543021734,103.31796327311154,418.42,1
TXN_000097,2431.15,card_expired,customer_followup,0.7245343836377094,1761.4517667808173,2431.15,1
TXN_000098,2347.38,bank_decline,alternate_payment,0.42219397968189143,991.0497040256784,2347.38,1
TXN_000099,1817.31,limit_exceeded,alternate_payment,0.3443096884351978,625.7174398901693,1817.31,1
TXN_000100,1429.98,insufficient_funds,retry_later,0.348437884970799,498.2592067505431,1429.98,1
TXN_000101,439.06,insufficient_funds,retry_later,0.7730279164583006,339.40563700018146,439.06,1
TXN_000102,1187.2,insufficient_funds,retry_later,0.7959249019835308,944.9220436348478,1187.2,1
TXN_000103,1283.42,authentication_failed,customer_followup,0.4380462376234031,562.197302290628,1283.42,1
TXN_000104,810.56,limit_exceeded,alternate_payment,0.6000507525316007,486.3771379720142,810.56,1
TXN_000105,1538.73,insufficient_funds,retry_later,0.36080964874385996,555.1886308116397,0.0,0
TXN_000106,2708.23,insufficient_funds,retry_later,0.6499843339403459,1760.3070727072632,2708.23,1
TXN_000107,11922.54,card_expired,customer_followup,0.4253000539955597,5070.656905764221,11922.54,1
TXN_000108,2152.91,bank_decline,alternate_payment,0.3818355988673668,822.0576791575426,0.0,0
TXN_000109,2339.17,limit_exceeded,alternate_payment,0.42910903491376207,1003.7589811992249,2339.17,1
TXN_000110,1678.33,authentication_failed,customer_followup,0.5378377028531627,902.6691518295485,1678.33,1
TXN_000111,265.4,authentication_failed,customer_followup,0.3103060571155007,82.35522755845388,265.4,1
TXN_000112,1760.73,network_error,retry,0.8478046374639442,1492.7550593218905,1760.73,1
TXN_000113,1920.29,insufficient_funds,retry_later,0.5170570339907665,992.8994518021291,0.0,0
TXN_000114,21231.52,insufficient_funds,retry_later,0.6044709815388919,12833.837733962615,0.0,0
TXN_000115,1491.65,insufficient_funds,retry_later,0.24470167061841241,365.0092469779549,0.0,0
TXN_000116,2444.38,bank_decline,alternate_payment,0.8177610536487455,1998.9187643179207,2444.38,1
TXN_000117,1746.36,insufficient_funds,retry_later,0.38653393120750745,675.0273961035426,0.0,0
TXN_000118,561.9,authentication_failed,customer_followup,0.436343871302562,245.1816212849096,561.9,1
TXN_000119,5669.31,limit_exceeded,alternate_payment,0.37980093043647556,2153.2092129328153,0.0,0
TXN_000120,3835.03,card_expired,customer_followup,0.42932665795429437,1646.4806130544575,3835.03,1
TXN_000121,3987.95,card_expired,customer_followup,0.7673267978420053,3060.060903454025,3987.95,1
TXN_000122,728.23,network_error,retry_later,0.45129000514885786,328.6429204495528,0.0,0
TXN_000123,7352.49,bank_decline,alternate_payment,0.5477368265807043,4027.2295400663625,7352.49,1
TXN_000124,445.03,bank_decline,alternate_payment,0.6215789094986301,276.62126209417534,445.03,1
TXN_000125,3251.45,limit_exceeded,alternate_payment,0.4813207302721996,1564.9902884435435,3251.45,1
TXN_000126,16162.61,insufficient_funds,retry_later,0.6085076408537371,9835.07168113902,16162.61,1
TXN_000127,671.47,network_error,retry_later,0.5322534454737595,357.3922210322653,0.0,0
TXN_000128,1026.29,card_expired,customer_followup,0.6197682179996007,636.0619244508101,0.0,0
TXN_000129,1997.5,insufficient_funds,retry_later,0.4542176397865526,907.2997354736389,1997.5,1
TXN_000130,1092.83,bank_decline,alternate_payment,0.685334378604679,748.9539689705514,1092.83,1
TXN_000131,383.5,insufficient_funds,retry_later,0.3499929841258276,134.22230941225487,383.5,1
TXN_000132,1936.36,card_expired,customer_followup,0.4338215409477867,840.0346790296562,1936.36,1
TXN_000133,624.97,network_error,retry,0.7580017916561546,473.72837973134693,624.97,1
TXN_000134,2903.27,limit_exceeded,alternate_payment,0.4471996009542113,1298.341185462333,2903.27,1
TXN_000135,720.95,limit_exceeded,alternate_payment,0.4899714959764424,353.24495002421617,0.0,0
TXN_000136,8517.98,authentication_failed,customer_followup,0.4797305193106264,4086.3349688775293,8517.98,1
TXN_000137,826.13,insufficient_funds,retry_later,0.4281450673762741,353.7034845115613,826.13,1
TXN_000138,1310.2,limit_exceeded,alternate_payment,0.3752999713696217,491.7180224884783,0.0,0
TXN_000139,4078.63,limit_exceeded,alternate_payment,0.7323773993795768,2987.096432431523,4078.63,1
TXN_000140,528.02,bank_decline,alternate_payment,0.3900356179636073,205.94660699714393,0.0,0
TXN_000141,2269.83,network_error,retry,0.7773906038816686,1764.5445144087278,0.0,0
TXN_000142,6681.8,limit_exceeded,alternate_payment,0.6332108100717607,4230.987990737491,6681.8,1
TXN_000143,362.32,insufficient_funds,retry_later,0.3275545880483245,118.67957834166893,362.32,1
TXN_000144,2174.67,bank_decline,alternate_payment,0.6537323235852504,1421.6520721311365,2174.67,1
TXN_000145,2344.63,bank_decline,alternate_payment,0.3402190344281584,797.687754691293,2344.63,1
TXN_000146,3951.39,network_error,retry_later,0.6024381059138351,2380.4679073268685,3951.39,1
TXN_000147,524.82,bank_decline,alternate_payment,0.5294037237646912,277.8416623061853,524.82,1
TXN_000148,482.77,bank_decline,alternate_payment,0.6956204122266743,335.8246664106715,482.77,1
TXN_000149,3047.09,card_expired,customer_followup,0.6754748825497238,2058.232759868438,3047.09,1
TXN_000150,2433.25,authentication_failed,customer_followup,0.3378375209764647,822.0431479159827,2433.25,1
TXN_000151,2322.72,network_error,retry_later,0.6892510913579584,1600.937294918957,0.0,0
TXN_000152,2556.64,card_expired,customer_followup,0.5209773680757842,1331.9515783172728,2556.64,1
TXN_000153,915.96,authentication_failed,customer_followup,0.6264062353737692,573.7630553529576,915.96,1
TXN_000154,2280.74,limit_exceeded,alternate_payment,0.6849866760547534,1562.2765115451182,2280.74,1
TXN_000155,2423.75,insufficient_funds,retry_later,0.6162563253366955,1493.6512685348157,0.0,0
TXN_000156,885.05,card_expired,customer_followup,0.23780270335016676,210.4672826000651,885.05,1
TXN_000157,11681.65,limit_exceeded,alternate_payment,0.7898877728443789,9227.19250164754,11681.65,1
TXN_000158,2903.97,limit_exceeded,alternate_payment,0.5504186521523078,1598.399253290737,2903.97,1
TXN_000159,549.33,limit_exceeded,alternate_payment,0.20551522488531865,112.8956784862521,549.33,1
TXN_000160,3486.15,authentication_failed,customer_followup,0.5612528380863466,1956.6115814947173,3486.15,1
TXN_000161,682.2,bank_decline,alternate_payment,0.23969729328596445,163.52149347968495,682.2,1
TXN_000162,3972.24,limit_exceeded,alternate_payment,0.22588964247706786,897.287873433108,0.0,0
TXN_000163,5759.44,limit_exceeded,alternate_payment,0.5633721920973548,3244.708338053189,5759.44,1
TXN_000164,795.78,network_error,retry,0.9104376898970111,724.5081048662435,795.78,1
TXN_000165,4738.03,card_expired,customer_followup,0.7909385906492166,3747.4907706537074,4738.03,1
TXN_000166,2731.98,insufficient_funds,retry_later,0.47245561748542164,1290.7392978578223,0.0,0
TXN_000167,4113.63,card_expired,customer_followup,0.7237514603333502,2977.2457197710796,4113.63,1
TXN_000168,12049.68,bank_decline,alternate_payment,0.4769832167728206,5747.495127483121,12049.68,1
TXN_000169,1414.61,network_error,retry_later,0.5832724974898811,825.1031076741606,1414.61,1
TXN_000170,850.87,card_expired,customer_followup,0.5090403439462331,433.12715745353137,850.87,1
TXN_000171,742.84,card_expired,customer_followup,0.3324356364194786,246.9464881578455,742.84,1
TXN_000172,799.66,bank_decline,alternate_payment,0.7284642537201275,582.5237251298371,799.66,1
TXN_000173,1673.88,limit_exceeded,alternate_payment,0.7972011680391858,1334.4190911574324,1673.88,1
TXN_000174,2543.13,network_error,retry,0.6169311141693403,1568.9360243774745,2543.13,1
TXN_000175,2384.37,bank_decline,alternate_payment,0.8065736833310875,1923.170093324145,2384.37,1
TXN_000176,4134.75,bank_decline,alternate_payment,0.8329994295457855,3444.2443913144366,4134.75,1
TXN_000177,1831.7,authentication_failed,customer_followup,0.6138798658980501,1124.4437503654583,1831.7,1
TXN_000178,7735.18,authentication_failed,customer_followup,0.4104485559225305,3174.8934608008394,7735.18,1
TXN_000179,1387.62,authentication_failed,customer_followup,0.7439852385430776,1032.3687967071453,0.0,0
TXN_000180,27451.31,authentication_failed,customer_followup,0.40668316759307854,11163.985705379553,27451.31,1
TXN_000181,3380.12,card_expired,customer_followup,0.2874858079505448,971.7365291697954,3380.12,1
TXN_000182,767.27,card_expired,customer_followup,0.3508259529538103,269.17822892287,767.27,1
TXN_000183,619.62,limit_exceeded,alternate_payment,0.2952905078778256,182.9679044912583,0.0,0
TXN_000184,2929.16,limit_exceeded,alternate_payment,0.38650476779098486,1132.1343056226413,0.0,0
TXN_000185,1445.97,bank_decline,alternate_payment,0.706509564777944,1021.5916353819638,1445.97,1
TXN_000186,3692.28,network_error,retry_later,0.4515025217715227,1667.073731086558,0.0,0
TXN_000187,2902.24,authentication_failed,customer_followup,0.6925907332663563,2010.06452971495,0.0,0
TXN_000188,1681.05,bank_decline,alternate_payment,0.6241989199583511,1049.309594395986,1681.05,1
TXN_000189,775.27,limit_exceeded,alternate_payment,0.4689917123972578,363.59520487022206,775.27,1
TXN_000190,397.48,network_error,retry_later,0.39800853430427807,158.20043221526444,397.48,1
TXN_000191,1156.88,bank_decline,alternate_payment,0.4127841491481151,477.54172646647146,1156.88,1
TXN_000192,4257.34,authentication_failed,customer_followup,0.3791008845558341,1613.9613598549347,0.0,0
TXN_000193,2239.69,authentication_failed,customer_followup,0.20582061565476725,460.9743746758257,0.0,0
TXN_000194,520.22,card_expired,customer_followup,0.26699625303895486,138.8967907559251,0.0,0
TXN_000195,2149.91,insufficient_funds,retry_later,0.47596281937945456,1023.2772250120831,2149.91,1
TXN_000196,2657.97,insufficient_funds,retry_later,0.32076572218498706,852.58566659603,2657.97,1
TXN_000197,747.06,authentication_failed,customer_followup,0.3143500083839934,234.83831726334608,0.0,0
TXN_000198,2108.49,bank_decline,alternate_payment,0.5851352882555891,1233.751903934027,0.0,0
TXN_000199,1916.41,card_expired,customer_followup,0.8792444563479109,1684.9928685897,1916.41,1
TXN_000200,576.53,network_error,retry_later,0.42681380006601893,246.07096015206187,0.0,0
TXN_000201,2585.79,bank_decline,alternate_payment,0.6574925732419618,1700.1377209633322,2585.79,1
TXN_000202,3167.77,bank_decline,alternate_payment,0.6708215181056518,2125.0082804095405,3167.77,1
TXN_000203,5340.38,insufficient_funds,retry_later,0.5019137008831634,2680.4098899224286,5340.38,1
TXN_000204,5186.44,card_expired,customer_followup,0.29906128926334025,1551.0634330869582,0.0,0
TXN_000205,455.93,authentication_failed,customer_followup,0.626050087304715,285.4350163048387,455.93,1
TXN_000206,707.81,authentication_failed,customer_followup,0.5762642515976781,407.8855999233525,707.81,1
TXN_000207,3026.12,authentication_failed,customer_followup,0.4983003145465503,1507.9165478556067,3026.12,1
TXN_000208,3022.34,limit_exceeded,alternate_payment,0.5444635885828286,1645.5540823174263,0.0,0
TXN_000209,3026.15,bank_decline,alternate_payment,0.4234565233620379,1281.442958172031,3026.15,1
TXN_000210,85197.85,network_error,retry_later,0.6420632001211594,54702.40421444252,85197.85,1
TXN_000211,3199.95,bank_decline,alternate_payment,0.7187803145606868,2300.0610675784696,3199.95,1
TXN_000212,5628.32,authentication_failed,customer_followup,0.2940000668911736,1654.72645648493,0.0,0
TXN_000213,4693.82,network_error,retry_later,0.6573770450548728,3085.609521619463,0.0,0
TXN_000214,3468.2,insufficient_funds,retry_later,0.7324186705138476,2540.174433076126,3468.2,1
TXN_000215,1319.13,insufficient_funds,retry_later,0.46108301432368215,608.2284366847989,0.0,0
TXN_000216,3862.11,network_error,retry_later,0.6242225264114979,2410.81606147911,3862.11,1
TXN_000217,834.79,card_expired,customer_followup,0.3971766649681236,331.5591081487399,834.79,1
TXN_000218,1426.79,limit_exceeded,alternate_payment,0.40883052067505243,583.315298593958,1426.79,1
TXN_000219,1112.8,insufficient_funds,retry_later,0.35812708443891816,398.52381956362814,0.0,0
TXN_000220,1962.3,bank_decline,alternate_payment,0.6990625374202484,1371.7704171797534,0.0,0
TXN_000221,18300.04,authentication_failed,customer_followup,0.6491602232770949,11879.658052379767,18300.04,1
TXN_000222,279.43,insufficient_funds,retry_later,0.6620112426620888,184.98580153706746,279.43,1
TXN_000223,3591.27,network_error,retry_later,0.5223731089170544,1875.9828748605498,3591.27,1
TXN_000224,360.43,insufficient_funds,retry_later,0.7973664825427644,287.3948013028886,360.43,1
TXN_000225,1127.85,network_error,retry_later,0.47297834247493237,533.4486235603524,1127.85,1
TXN_000226,5371.97,limit_exceeded,alternate_payment,0.38471230845664944,2066.6629796598672,5371.97,1
TXN_000227,1928.08,network_error,retry_later,0.4807815231105287,926.9852390789481,0.0,0
TXN_000228,615.39,card_expired,customer_followup,0.6277762359732946,386.32721785560574,615.39,1
TXN_000229,884.21,limit_exceeded,alternate_payment,0.285281596367541,252.24884032414346,0.0,0
TXN_000230,3567.42,insufficient_funds,retry_later,0.6137200205599476,2189.3970757459683,3567.42,1
TXN_000231,870.99,authentication_failed,customer_followup,0.4788186631973427,417.0462674582535,870.99,1
TXN_000232,2245.0,insufficient_funds,retry_later,0.6705037593238006,1505.2809396819323,2245.0,1
TXN_000233,1892.34,network_error,retry_later,0.38159853355407514,722.1141689857185,0.0,0
TXN_000234,942.37,insufficient_funds,retry_later,0.5143180078269836,484.6778610359145,942.37,1
TXN_000235,15428.07,limit_exceeded,alternate_payment,0.2776884934989624,4284.197515896537,15428.07,1
TXN_000236,3408.13,authentication_failed,customer_followup,0.47599709167682924,1622.259968056552,3408.13,1
TXN_000237,238.62,card_expired,customer_followup,0.38497345528882015,91.86236590101826,238.62,1
TXN_000238,2178.64,card_expired,customer_followup,0.32867248898053353,716.0590313925495,2178.64,1
TXN_000239,932.82,card_expired,customer_followup,0.38567195732679904,359.7625152335847,932.82,1
TXN_000240,4240.49,network_error,retry,0.77360378052717,3280.4590952876592,4240.49,1
TXN_000241,818.5,limit_exceeded,alternate_payment,0.2276761682794307,186.35294373671402,0.0,0
TXN_000242,1612.05,bank_decline,alternate_payment,0.7568242268518167,1220.038494896471,0.0,0
TXN_000243,2995.86,network_error,retry,0.7618458365695733,2282.383467945322,0.0,0
TXN_000244,4297.36,authentication_failed,customer_followup,0.4226723836387653,1816.3753945538842,4297.36,1
TXN_000245,544.41,card_expired,customer_followup,0.6009066250297461,327.1395757324441,544.41,1
TXN_000246,1294.01,network_error,retry,0.8597564678199807,1112.5334669237332,0.0,0
TXN_000247,1124.46,network_error,retry_later,0.5521474770390249,620.867752031302,1124.46,1
TXN_000248,940.74,card_expired,customer_followup,0.6560677925739726,617.1892151860391,0.0,0
TXN_000249,10566.61,limit_exceeded,alternate_payment,0.33532342043908686,3543.2318076458596,0.0,0
TXN_000250,2710.75,insufficient_funds,retry_later,0.29531837886444945,800.5342955068063,0.0,0
TXN_000251,512.41,authentication_failed,customer_followup,0.3001838022853486,153.81718212903544,512.41,1
TXN_000252,4527.21,bank_decline,alternate_payment,0.7362535293799823,3333.17434074435,4527.21,1
TXN_000253,15095.56,bank_decline,alternate_payment,0.2806515512145102,4236.592330451711,0.0,0
TXN_000254,5076.95,limit_exceeded,alternate_payment,0.5985069973011902,3038.5900999482774,5076.95,1
TXN_000255,395.69,authentication_failed,customer_followup,0.3981093317838593,157.5278814935553,395.69,1
TXN_000256,1114.06,network_error,retry,0.6596483425095989,734.8878324562437,1114.06,1
TXN_000257,6418.32,card_expired,customer_followup,0.329260630807238,2113.3000919227115,0.0,0
TXN_000258,890.99,card_expired,customer_followup,0.7502549116638408,668.4696237433656,890.99,1
TXN_000259,2818.1,authentication_failed,customer_followup,0.22473508645663445,633.3259471434416,0.0,0
TXN_000260,3923.09,authentication_failed,customer_followup,0.23202863905095997,910.2692335744306,3923.09,1
TXN_000261,715.56,card_expired,customer_followup,0.5047229485675818,361.1595530770188,715.56,1
TXN_000262,1703.56,card_expired,customer_followup,0.33224695947101496,566.0026302764422,0.0,0
TXN_000263,70.72,authentication_failed,customer_followup,0.49080786471809595,34.70993219286375,70.72,1
TXN_000264,649.12,network_error,retry_later,0.724993407819753,470.60772088395805,649.12,1
TXN_000265,1404.49,bank_decline,alternate_payment,0.41429857138157467,581.8782005197078,0.0,0
TXN_000266,519.16,bank_decline,alternate_payment,0.737346330497755,382.8007209412145,519.16,1
TXN_000267,9250.3,insufficient_funds,retry_later,0.8622713986856576,7976.269119261938,9250.3,1
TXN_000268,432.62,authentication_failed,customer_followup,0.5018699856567258,217.11899319481273,432.62,1
TXN_000269,1164.39,insufficient_funds,retry_later,0.6947505487162651,808.9605914197319,1164.39,1
TXN_000270,2060.58,insufficient_funds,retry_later,0.6409556121023572,1320.740315185875,2060.58,1
TXN_000271,7640.92,limit_exceeded,alternate_payment,0.3768835645009323,2879.7371656664636,0.0,0
TXN_000272,430.15,bank_decline,alternate_payment,0.6883345001978689,296.08708526011327,0.0,0
TXN_000273,5785.81,card_expired,customer_followup,0.8883166834447881,5139.63155024169,5785.81,1
TXN_000274,1826.64,card_expired,customer_followup,0.39936048108861033,729.4878291756992,0.0,0
TXN_000275,677.56,card_expired,customer_followup,0.3879336892969096,262.84835052001404,677.56,1
TXN_000276,2870.1,limit_exceeded,alternate_payment,0.41911712030186843,1202.9080469783926,2870.1,1
TXN_000277,2206.27,authentication_failed,customer_followup,0.3008110576956389,663.6704122621571,0.0,0
TXN_000278,992.06,bank_decline,alternate_payment,0.3016380368298682,299.243030817439,0.0,0
TXN_000279,1938.76,limit_exceeded,alternate_payment,0.6230549499090909,1207.9540146857491,1938.76,1
TXN_000280,1229.9,authentication_failed,customer_followup,0.3399150076270155,418.06146788046635,0.0,0
TXN_000281,2025.39,authentication_failed,customer_followup,0.28051947714786696,568.1613438205183,0.0,0
TXN_000282,3505.65,network_error,retry,0.8295151089831344,2907.989641806725,3505.65,1
TXN_000283,8830.94,card_expired,customer_followup,0.6506247418884838,5745.628058132688,8830.94,1
TXN_000284,524.36,network_error,retry,0.5484181106915996,287.5685205222472,524.36,1
TXN_000285,15260.66,network_error,retry_later,0.5831326694230476,8898.989402957526,0.0,0
TXN_000286,256.7,bank_decline,alternate_payment,0.6444398451330688,165.42770824565878,256.7,1
TXN_000287,1553.42,card_expired,customer_followup,0.6817572363095685,1059.05532602801,1553.42,1
TXN_000288,3256.2,limit_exceeded,alternate_payment,0.32130033859915863,1046.2181625465803,3256.2,1
TXN_000289,2394.65,limit_exceeded,alternate_payment,0.47575824684016566,1139.2744857958028,2394.65,1
TXN_000290,970.0,insufficient_funds,retry_later,0.6257451098513198,606.9727565557802,970.0,1
TXN_000291,1468.33,network_error,retry_later,0.6314699929398396,927.2063347333547,1468.33,1
TXN_000292,1104.34,network_error,retry_later,0.41853278906611613,462.2025002772746,1104.34,1
